,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,BBBID,BusinessID,BusinessName,StreetAddress,StreetAddress2,City,StateProvince,PostalCode,Country,Phone,Email,Website,TOBID,TOBDescription,DateBusinessStarted,DateBusinessClosed,IsBBBAccredited,BBBRatingGrade,BBBRatingScore,NumberOfEmployees,NumberOfPartTimeEmployees,IsHQ,SizeOfBusiness,IsCharity,CDWLastUpdate,FoundVia,status_code
545,545,95697,95697,704,1000003482,The Bar,4054 West 6th Street ,,Winona,MN,55987.0,USA,5074540128.0,,https://www.facebook.com/events/d41d8cd9/the-bar-goodview-winona-mn/1197939150303190/,50643-000,Bars & Taverns,2012-11-11 00:00:00,,False,A+,100.0,8.0,,False,Micro-small,False,2021-04-01 04:02:00,Search,200
342,342,95468,95468,704,1000002157,Star Husky Homes,2115 44th Ave N,,Minneapolis,MN,55412.0,USA,2182102997.0,,https://www.huskyhomeswi.com/,05195-000,Dog Breeders,2016-06-27 00:00:00,2019-11-19 00:00:00,False,NR,0.0,1.0,0.0,False,Micro-small,False,2022-11-21 08:38:00,Search,200
851,851,96046,96046,704,1000005081,Bruntlett Construction,55093 399th St,,Paynesville,MN,56362.0,USA,3204933098.0,,https://www.superpages.com/paynesville-mn/bpp/bruntlett-construction-25665485,10177-000,Construction & Remodeling Services,2005-07-15 00:00:00,,False,NR,0.0,1.0,0.0,False,Micro-small,False,2022-12-20 08:57:00,Search,200
153,153,95278,95278,704,1000001475,Royal Care Car Wash,408 N Highway 10,,Royalton,MN,56373.0,USA,3205840191.0,,https://www.yellowpages.com/royalton-mn/mip/royal-care-car-wash-14802489,60180-000,Car Wash & Polish,2009-07-02 00:00:00,,False,NR,0.0,1.0,0.0,False,Micro-small,False,2022-10-26 08:41:00,Search,200
724,724,95916,95916,704,1000004760,Minnesota Gold Meats Inc,2845 4th St S,,Waite Park,MN,56387.0,USA,3202555530.0,,https://www.facebook.com/MinnesotaGoldMeats/,30790-100,Food Wholesalers,1995-04-01 00:00:00,,False,A+,100.0,5.0,0.0,False,Micro-small,False,2023-02-07 22:10:00,Search,200
647,647,95835,95835,704,1000004299,The Hartley Trusts,740 E Superior St,,Duluth,MN,55802.0,USA,2187238060.0,,https://sah-archipedia.org/buildings/MN-01-137-0026,20074-000,Trust Companies,1908-07-22 00:00:00,2021-10-15 00:00:00,False,NR,0.0,1.0,0.0,False,Micro-small,False,2021-10-18 03:53:00,Search,200
572,572,95724,95724,704,1000003718,Lablanche  Apartments,390 West Cottage  Ave Suite 2 ,,St Paul,MN,55117.0,USA,6514891381.0,,https://www.apartments.com/lablanche-apartments-saint-paul-mn/k9xl3nc/,60040-000,Apartment Finding & Rental Service,1986-12-04 00:00:00,,False,NR,0.0,1.0,0.0,False,Micro-small,False,2022-11-08 09:18:00,Search,200
903,903,96099,96099,704,1000005244,"Northern Plains Laboratory, LLC",401 N 9th St,,Bismarck,ND,58501.0,USA,7015305700.0,,https://northernplainslab.com/,60488-000,Laboratories - Testing,2004-03-18 00:00:00,,False,NR,0.0,1.0,0.0,False,Micro-small,False,2022-12-26 08:45:00,Search,200
1164,1164,96367,96367,704,1000006023,La Fiesta,307 SW 3rd St.,,Willmar,MN,56201.0,USA,3202319713.0,,https://m.facebook.com/profile.php?id=136457643063553&__tn__=%2As-R,50199-000,Convenience Stores,2009-09-01 00:00:00,,False,A+,100.0,,0.0,False,Micro-small,False,2020-01-04 04:16:00,Search,200
614,614,95767,95767,704,1000003867,Ries Auto Stores,441 Main St N,,Chatfield,MN,55923.0,USA,5078678107.0,,https://zaubee.com/biz/ries-auto-stores-4qvl8as3,50040-000,Auto Dealers - Used Cars,2015-09-16 00:00:00,,False,NR,0.0,1.0,0.0,False,Micro-small,False,2022-11-23 09:43:00,Search,200
213,213,95339,95339,704,1000001676,Tobias Construction,7980 182nd Ave Se,,Wahpeton,ND,58075.0,USA,7016423058.0,,https://opencorporates.com/companies/us_nd/0000125425,10035-000,Contractors - General,2007-01-01 00:00:00,,False,NR,0.0,3.0,0.0,False,Micro-small,False,2023-01-30 08:33:00,Search,200
1248,1248,96462,96462,704,1000006332,Jeff Vilen Construction LLC,39270 590th St,,Zumbro Falls,MN,55991.0,USA,5079518889.0,,https://www.houzz.com/professionals/kitchen-and-bath-remodelers/jeff-vilen-construction-llc-pfvwus-pf~1889130851,10177-000,Construction & Remodeling Services,2009-07-21 00:00:00,,False,A+,100.0,1.0,0.0,False,Micro-small,False,2021-11-09 03:56:00,Search,200
1156,1156,96359,96359,704,1000005998,Rock Bottom Bus,1215 33rd Ave N,,Saint Cloud,MN,56303.0,USA,3208362109.0,,https://ridemetrobus.com/,70531-000,Buses - Charter & Rental,1999-01-01 00:00:00,,False,A+,100.0,,0.0,False,Micro-small,False,2020-01-25 04:32:00,Search,200
838,838,96033,96033,704,1000005059,Brewers Carpentry Services,1173 Farmers Ln,,Belle Plaine,MN,56011.0,USA,6512835855.0,,https://www.facebook.com/BrewersCarpentryServices/,10019-000,Carpenters,1996-03-14 00:00:00,,False,NR,0.0,1.0,0.0,False,Micro-small,False,2023-02-07 09:00:00,Search,200
34,34,95159,95159,704,1000000090,Joshua Ahlquist Construction,740 Madisoan St,,Anoka,MN,55303.0,USA,6122019637.0,,https://www.facebook.com/josh.ahlquist.3/,10177-000,Construction & Remodeling Services,2005-01-13 00:00:00,,False,NR,0.0,1.0,0.0,False,Micro-small,False,2022-04-16 08:14:00,Search,200
1032,1032,96234,96234,704,1000005662,Complete Construction LLC,1052 S Victory Dr,,Mankato,MN,56001.0,USA,5073308355.0,,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=2392848,10177-000,Construction & Remodeling Services,2011-09-29 00:00:00,,False,A+,100.0,1.0,0.0,False,Micro-small,False,2022-10-15 08:19:00,Search,200
873,873,96068,96068,704,1000005142,Domino's Pizza,103 23rd St W,,Hastings,MN,55033.0,USA,6514373930.0,,https://pizza.dominos.com/minnesota/hastings/,50544-000,Restaurants,2003-08-28 00:00:00,,False,NR,0.0,,0.0,False,Micro-small,False,2021-03-07 03:53:00,Search,200
985,985,96184,96184,704,1000005495,Dallco Construction LLC,6396 15th St N,,Oakdale,MN,55128.0,USA,6513039381.0,,https://app.mykukun.com/contractor/profile/Dallco-Construction-Llc-362416,10035-000,Contractors - General,2009-07-06 00:00:00,,False,A+,100.0,1.0,0.0,False,Micro-small,False,2022-10-11 08:02:00,Search,200
977,977,96176,96176,704,1000005484,Edina Living,5229 Duncraig Rd,,Minneapolis,MN,55436.0,USA,6126366350.0,,https://www.niche.com/places-to-live/edina-hennepin-mn/,30418-000,Newspapers,2015-06-01 00:00:00,,False,NR,0.0,1.0,0.0,False,Micro-small,False,2021-12-14 04:08:00,Search,200
181,181,95306,95306,704,1000001568,A Too Z Process Service,1125 Sibley Memorial Hwy,,Mendota Hts,MN,55118.0,USA,6514524001.0,,https://www.yellowpages.com/mendota-hts-mn/mip/a-too-z-process-service-496966885,60704-000,Process Servers,2007-07-19 00:00:00,,False,NR,0.0,1.0,0.0,False,Micro-small,False,2022-10-07 08:31:00,Search,200
1213,1213,96427,96427,704,1000006225,Tim Bauer Construction,110 Birch Dr,,Grand Marais,MN,55604.0,USA,2183700964.0,,https://opencorporates.com/companies/us_mn/06536371-2a46-e711-817c-00155d01c4c9,10035-000,Contractors - General,2009-03-11 00:00:00,,False,A+,100.0,1.0,0.0,False,Micro-small,False,2021-03-10 04:42:00,Search,200
1250,1250,96464,96464,704,1000006335,All American Home Pro's LLC,7220 York Ave S Apt 413,,Bloomington,MN,55435.0,USA,9523814288.0,,https://opencorporates.com/companies/us_mn/e949cb68-9c0c-e211-bc43-001ec94ffe7f,10177-000,Construction & Remodeling Services,2012-10-01 00:00:00,2020-02-13 00:00:00,False,NR,0.0,1.0,0.0,False,Micro-small,False,2020-02-14 03:56:00,Search,200
198,198,95323,95323,704,1000001623,Marcus Mini Storage,7360 195th Ave SW,,Prinsburg,MN,56281.0,USA,3209786616.0,,https://www.b2byellowpages.com/company-information/22868573-marcus-mini-storage.html,70644-000,Warehouses - Merchandise,1995-01-01 00:00:00,2016-05-18 00:00:00,False,NR,0.0,45.0,,False,Small,False,2019-05-20 04:18:00,Search,200
221,221,95347,95347,704,1000001699,Heaven On Earth Therapeutic Massage,5009 Excelsior Blvd Ste 144,,Minneapolis,MN,55416.0,USA,6123828600.0,,https://square.site/book/9HFF70GSNXVE7/heaven-on-earth-therapeutic-massage-st-louis-park-mn,60542-000,Massage Therapeutic,1999-11-05 00:00:00,2019-10-30 00:00:00,False,NR,0.0,1.0,0.0,False,Micro-small,False,2019-10-31 04:29:00,Search,200
151,151,95276,95276,704,1000001471,Evolution Appraisals L. L. C.,405 N 80th Avenue W,,Duluth,MN,55807.0,USA,2187212522.0,,https://www.bizapedia.com/mn/evolution-appraisals-l-l-c.html,61100-000,Real Estate Services,2016-01-11 00:00:00,,False,NR,0.0,1.0,0.0,False,Micro-small,False,2022-11-23 09:43:00,Search,200
694,694,95886,95886,704,1000004623,Val&#39;s Rapid Service,628 E Saint Germain St,,Saint Cloud,MN,56304.0,USA,3202515775.0,,https://valshamburgers.com/,50544-000,Restaurants,1984-01-01 00:00:00,,False,NR,0.0,5.0,0.0,False,Micro-small,False,2023-01-27 09:08:00,Search,200
456,456,95606,95606,704,1000002956,"High Hopes, Inc.",12905 Viking Dr,,Burnsville,MN,55337.0,USA,9527360886.0,,https://www.showmelocal.com/profile.aspx?bid=1089951,80362-000,Grocers - Wholesale,1984-01-13 00:00:00,,False,NR,0.0,1.0,0.0,False,Micro-small,False,2022-10-25 08:10:00,Search,200
1359,1359,96575,96575,704,1000006758,"Cook Chiropractic Clinic, P.C.",103 9th st n,,Wahpeton,ND,58075.0,USA,7016421913.0,,https://www.cookchiroclinic.com/,60205-000,Chiropractors D.C.,1992-03-31 00:00:00,,False,NR,0.0,1.0,0.0,False,Micro-small,False,2019-11-04 04:10:00,Search,200
1153,1153,96356,96356,704,1000005990,"Don Bontjes Construction, Inc.",12839 133rd Ave NE,,Spicer,MN,56288.0,USA,3207966346.0,,https://www.homeyou.com/don-bontjes-construction-inc-spicer-mn,30760-000,Woodworking,2009-01-29 00:00:00,,False,NR,0.0,3.0,0.0,False,Micro-small,False,2023-01-02 08:49:00,Search,200
979,979,96178,96178,704,1000005486,Two Old Goats,525 15th St E,,Glencoe,MN,55336.0,USA,3205100408.0,,https://twooldgoats.com/,50310-000,Gift Shops,2011-02-09 00:00:00,,False,NR,0.0,1.0,0.0,False,Micro-small,False,2019-09-22 04:17:00,Search,200
641,641,95829,95829,704,1000004252,Alotti Biscotti,305 W 1st St,,Duluth,MN,55802.0,USA,2187261050.0,,https://www.menupix.com/duluth-mn/restaurants/250662382/Alotti-Biscotti-Duluth-MN,50052-000,Bakers - Retail,1995-02-21 00:00:00,,False,NR,0.0,1.0,0.0,False,Micro-small,False,2023-01-17 08:46:00,Search,200
582,582,95734,95734,704,1000003744,As Good As Gold Day Spa,2730 1/2 County Road E E,,Saint Paul,MN,55110.0,USA,9522356271.0,,https://www.dermascope.com/index.php?option=com_mtree&cat_id=629&lang=en&limit=20&limitstart=6180&sort=-link_modified&task=listall&view=listall,65134-000,Day Spas,1999-01-01 00:00:00,2016-08-01 00:00:00,False,NR,0.0,4.0,,False,Micro-small,False,2021-03-03 04:45:00,Search,200
1369,1369,96585,96585,704,1000006782,Snowmen Snow Removal,5333 Heatherwood Ln,,Bismarck,ND,58501.0,USA,7012219171.0,,https://www.sportunion.us/company-snowmen-snow-removal-in-bismarck-nd-92113,60478-000,Janitor Service,,,False,NR,0.0,1.0,0.0,False,Micro-small,False,2023-01-24 08:58:00,Search,200
1139,1139,96342,96342,704,1000005959,Jandt Plumbing and Heating,PO Box 621,,Beach,ND,58621.0,USA,7018724856.0,,https://www.beachnd.com/2171/Construction-HVAC-Plumbing,10113-300,Plumbing - Renovation & Repair ,1996-02-05 00:00:00,,False,NR,0.0,1.0,0.0,False,Micro-small,False,2022-11-29 09:07:00,Search,200
670,670,95859,95859,704,1000004476,Pioneer Development LLC,7533 Sunwood Dr Ste 315,,Ramsey,MN,55303.0,USA,7634275955.0,,http://www.pioneerdevelopmentllc.com/about.html,60845-000,Surveyors - Land,2000-04-05 00:00:00,,False,A+,100.0,1.0,0.0,False,Micro-small,False,2023-02-07 22:13:00,Search,200
1247,1247,96461,96461,704,1000006331,"Alex Remodeling & Handyman Services, LLC",823 40th Lane,,Anoka,MN,55303.0,USA,6127355434.0,,https://nextdoor.com/pages/alex-handyman-remodeling-minneapolis-mn/,10013-000,Building Contractors,2009-10-09 00:00:00,2016-10-19 00:00:00,False,NR,0.0,1.0,0.0,False,Micro-small,False,2020-10-08 04:04:00,Search,200
1048,1048,96250,96250,704,1000005720,Aune and Keister Construction Inc,PO Box 1092,,Cook,MN,55723.0,USA,,,https://opencorporates.com/companies/us_mn/08c6c67f-adb1-e211-82ac-001ec94ffe7f,10177-000,Construction & Remodeling Services,2013-04-30 00:00:00,2001-01-01 00:00:00,False,NR,0.0,1.0,0.0,False,Micro-small,False,2020-01-20 04:11:00,Search,200
315,315,95441,95441,704,1000002069,Mc Kenzie Bay Marina,8 Marina Rd,,Mandaree,ND,58757.0,USA,7017593366.0,,https://www.ndtourism.com/mandaree/nature-outdoor-activities/boating/mckenzie-bay-marina,50608-000,Sporting Goods - Retail,2010-01-01 00:00:00,,False,NR,0.0,3.0,0.0,False,Micro-small,False,2023-01-30 08:33:00,Search,200
688,688,95879,95879,704,1000004561,Northern Star Therapy,1301 33rd St S ste 210,,Saint Cloud,MN,56301.0,USA,3202474916.0,,https://chambermaster.stcloudareachamber.com/list/member/northern-star-therapy-615,60971-000,Health & Medical - General,1993-12-20 00:00:00,,False,NR,0.0,23.0,0.0,False,Micro-small,False,2023-01-17 08:46:00,Search,200
300,300,95426,95426,704,1000001997,Alternative Mechanical Solutions,3810 24th Str W,,Farmington,MN,55024.0,USA,6514474041.0,,https://www.thebluebook.com/iProView/1466394/alternative-mechanical-solutions-inc/subcontractors/,10090-000,Mechanical Contractors,2016-02-16 00:00:00,,False,A+,100.0,1.0,0.0,False,Micro-small,False,2023-01-30 21:09:00,Search,200
401,401,95528,95528,704,1000002716,"O&#39;Brien, Ehrick, Wolf, Deaner & Maus",206 S Broadway Ste 611,,Rochester,MN,55904.0,USA,5072894041.0,,https://www.edockets.state.mn.us/EFiling/edockets/searchDocuments.do?method=viewDocument&documentId=%7B8B490024-A0EA-41C6-84EA-26B117023136%7D&documentTitle=351204&userType=public,60075-000,Attorneys & Lawyers,2016-07-12 00:00:00,,False,NR,0.0,1.0,0.0,False,Micro-small,False,2023-02-03 09:12:00,Search,200
416,416,95543,95543,704,1000002793,Buffalo Ridge Trading & Coffee,107 W Benton St,,Lake Benton,MN,56149.0,USA,5073685282.0,,https://www.menupix.com/minnesota/restaurants/2300377/Buffalo-Ridge-Trading-and-Coffee-Lake-Benton-MN,50544-000,Restaurants,,,False,NR,0.0,1.0,0.0,False,Micro-small,False,2023-01-29 08:36:00,Search,200
497,497,95649,95649,704,1000003055,Weiser Mueller Assoc Inc,11360 Business 371,,Brainerd,MN,56401.0,USA,2188223152.0,,https://www.b2byellowpages.com/company-information/111682080-weiser-mueller-associates-inc.html,10035-000,Contractors - General,,,False,A+,100.0,1.0,0.0,False,Micro-small,False,2021-02-10 04:56:00,Search,200
633,633,95789,95789,704,1000003955,Super 8 Valley City,822 11th St SW,,Valley City,ND,58072.0,USA,7018451140.0,,https://www.kayak.com/Valley-City-Hotels-Super-8-by-Wyndham-Valley-City.24769.ksp,60573-000,Motels,2010-06-28 00:00:00,,False,NR,0.0,1.0,0.0,False,Micro-small,False,2023-01-28 08:48:00,Search,200
887,887,96082,96082,704,1000005194,Lonnie&#39;s Heating & AC ,PO Box 25737,,Woodbury,MN,55125.0,,6127561756.0,,https://m.facebook.com/people/Lonnies-Heating-and-Air-Conditioning/100063790980005/,10182-000,Heating & Air Conditioning,1992-01-01 00:00:00,,False,A+,100.0,1.0,0.0,False,Micro-small,False,2023-02-09 19:43:00,Search,200
1089,1089,96292,96292,704,1000005827,Princeton Vision Center,900 S Rum River Dr Ste 103,,Princeton,MN,55371.0,USA,7633899000.0,,https://www.princetonvisioncenter.com/,50467-000,Optical Goods - Retail,1995-01-01 00:00:00,,False,NR,0.0,4.0,0.0,False,Micro-small,False,2023-01-24 08:58:00,Search,200
1198,1198,96401,96401,704,1000006146,Travel World of Crosby,505 3rd St SE,,Crosby,ND,58730.0,USA,7019656232.0,,https://travelworldofcrosby.com/,70632-000,Travel Agencies & Bureaus,2015-03-26 00:00:00,,False,NR,0.0,1.0,0.0,False,Micro-small,False,2023-01-02 08:49:00,Search,200
169,169,95294,95294,704,1000001529,Hill City Service,140 Linden Ave Ste 169,,Hill City,MN,55748.0,USA,2186978174.0,,https://hillcityautos.com/service,60107-700,Auto Repair - Maintenance,2002-01-02 00:00:00,,False,NR,0.0,1.0,0.0,False,Micro-small,False,2022-12-04 09:03:00,Search,200
1119,1119,96322,96322,704,1000005908,Johnny B&#39;s Tree Service,11137 33rd St. SE.,,Valley City ,ND,58072.0,USA,7014902042.0,,https://johnnybstreesandservice.com/,00219-000,Tree Service,2015-07-10 00:00:00,,False,NR,0.0,1.0,0.0,False,Micro-small,False,2023-02-04 09:01:00,Search,200
1,1,95126,95126,704,1000000002,Domino's Pizza,1058 Enterprise Dr E,,Belle Plaine,MN,56011.0,USA,9528732020.0,,https://pizza.dominos.com/minnesota/belle-plaine/,50544-000,Restaurants,,,False,NR,0.0,,0.0,False,Micro-small,False,2020-02-01 04:31:00,Search,200
231,231,95357,95357,704,1000001727,"Roofmasters, Inc",22104 Joliet Ave n,,Forest Lake,MN,55025.0,USA,6514332359.0,,https://www.yellowpages.com/forest-lake-mn/mip/roof-masters-inc-5723021,10126-200,Commercial Roofing,1997-05-28 00:00:00,2017-09-20 00:00:00,False,NR,0.0,1.0,0.0,False,Micro-small,False,2023-01-31 08:46:00,Search,200
326,326,95452,95452,704,1000002095,Main Street Hair Concepts,130 Vernon Ave,,Morgan,MN,56266.0,USA,5072495549.0,,https://www.facebook.com/MainStreetHairConcepts/,60134-000,Beauty Salons,2004-01-01 00:00:00,,False,NR,0.0,2.0,0.0,False,Micro-small,False,2023-01-30 08:33:00,Search,200
1353,1353,96569,96569,704,1000006729,Kwong Tung Foods,1840 E 38th St,,Minneapolis,MN,55407.0,USA,6127229501.0,,https://foursquare.com/v/kwong-tung-oriental-foods/4f325bc219836c91c7cff03f,30790-000,"Food Manufacturers, Wholesalers, Distributors",,2016-11-01 00:00:00,False,NR,0.0,1.0,0.0,False,Micro-small,False,2019-11-04 04:10:00,Search,200
449,449,95599,95599,704,1000002941,Great Plains Instite Sustainab,2801 21st Ave S Ste 220,,Minneapolis,MN,55407.0,USA,6122787157.0,,https://betterenergy.org/,61090-000,Non Profit Organizations - General Membership,2010-08-30 00:00:00,,False,NR,0.0,6.0,0.0,False,Micro-small,False,2023-01-29 08:36:00,Search,200
1174,1174,96377,96377,704,1000006071,Hedstrom Snow,3447 46th Ave S,,Fargo,ND,58104.0,USA,7012390190.0,,https://hedstrom-entertainment.com/product/snow/,70605-000,Snow Removal Service,2012-01-18 00:00:00,,False,NR,0.0,1.0,0.0,False,Micro-small,False,2023-01-02 08:49:00,Search,200
28,28,95153,95153,704,1000000067,C P R Sales LLC,7600 W 27th St Ste 208,,Minneapolis,MN,55426.0,USA,9522294467.0,,https://start.cortera.com/company/research/l6q8jvq0p/cpr-sales-llc/,60772-100,Sales Lead Generation,2011-03-09 00:00:00,,False,NR,0.0,1.0,0.0,False,Micro-small,False,2022-10-04 08:07:00,Search,200
3,3,95128,95128,704,1000000004,Leimer Construction,106 N 6th Ave E,,Truman,MN,56088.0,USA,5077762350.0,,https://www.facebook.com/Leimer-Construction-663358517012565/,10035-000,Contractors - General,2010-01-01 00:00:00,,False,NR,0.0,4.0,0.0,False,Micro-small,False,2023-01-07 09:07:00,Search,200
675,675,95864,95864,704,1000004508,Konrads Wine Bar & Bistro,27 7th Ave N,,Saint Cloud,MN,56303.0,USA,3207741073.0,,https://wjon.com/konrads-wine-bar-temporarily-closed-in-downtown-st-cloud/,72100-000,Bistro,2015-01-26 00:00:00,2016-06-21 00:00:00,False,NR,0.0,1.0,0.0,False,Micro-small,False,2019-06-24 04:06:00,Search,200
1168,1168,96371,96371,704,1000006038,Bosl Construction,409 Country Oak Dr,,Sauk Centre,MN,56378.0,USA,3203526289.0,,https://www.dandb.com/businessdirectory/boslconstruction-saukcentre-mn-14661119.html,10035-000,Contractors - General,1992-01-27 00:00:00,,False,NR,0.0,1.0,0.0,False,Micro-small,False,2023-01-02 08:49:00,Search,200
86,86,95211,95211,704,1000000225,Absolute Outdoor Services LLC,350 93rd Ave NE,,Blaine,MN,55434.0,USA,7635608907.0,,https://opencorporates.com/companies/us_mn/30294490-0080-e111-b001-001ec94ffe7f,00219-000,Tree Service,2012-04-06 00:00:00,2020-02-11 00:00:00,False,NR,0.0,,0.0,False,Micro-small,False,2020-02-13 04:52:00,Search,200
281,281,95407,95407,704,1000001921,Callisters Christmas,60 E Broadway,,Bloomington,MN,55425.0,USA,,,https://callisterschristmas.com/,60209-000,Christmas Lights & Decorations,,2016-06-21 00:00:00,False,NR,0.0,,,False,Micro-small,False,2019-06-24 04:05:00,Search,200
716,716,95908,95908,704,1000004742,Adventure RV Centre,402 S Washington Ave,,Albert Lea,MN,56007.0,USA,5073772225.0,,https://business.albertlea.org/list/member/adventure-rv-centre-3754,50535-000,Recreational Vehicles - Dealers,2005-10-14 00:00:00,,False,NR,0.0,1.0,0.0,False,Micro-small,False,2023-01-21 08:56:00,Search,200
601,601,95754,95754,704,1000003817,Donald Miller Construction,17843 Jubilee Way Apt A,,Lakeville,MN,55044.0,USA,9528920536.0,,https://www.homeyou.com/donald-miller-construction-lakeville-mn,30760-000,Woodworking,,2019-11-22 00:00:00,False,NR,0.0,1.0,,False,Micro-small,False,2022-11-28 08:54:00,Search,200
964,964,96163,96163,704,1000005441,Reyes Renovating LLC,7300 Hudson Blvd. N. Ste 200,,Oakdale,MN,55128.0,USA,5072012024.0,,https://www.instagram.com/reyeshomeimprovementllc/?hl=en,10035-200,Contractor - Remodel & Repair,2016-08-05 00:00:00,,False,F,11.42,,0.0,False,Micro-small,False,2018-04-18 05:18:00,Search,200
1190,1190,96393,96393,704,1000006121,Adams Hardwood Floor Sanding,1019 Chestnut St,,Grand Forks,ND,58201.0,USA,7017469523.0,,https://nextdoor.com/pages/david-adams-hardwood-floor-grand-forks-nd/,15058-000,Hardwood Floor Contractors,2016-03-21 00:00:00,,False,A+,100.0,1.0,0.0,False,Micro-small,False,2022-10-07 08:31:00,Search,200
623,623,95779,95779,704,1000003916,Stalling Enterprise,7714 Brooklyn Blvd Ste 110,,Brooklyn Park,MN,55443.0,USA,7634320297.0,,https://www.enterprise.com/en/car-rental/locations/us/mn/brooklyn-park-1904.html,50291-000,Furniture - Retail,2009-12-31 00:00:00,,False,NR,0.0,1.0,0.0,False,Micro-small,False,2023-01-28 08:47:00,Search,200
272,272,95398,95398,704,1000001874,House It LLC,3035 Hampshire Ave N,,New Hope,MN,55427.0,USA,7632273642.0,,https://www.facebook.com/NewHopeHomesLLC/,10035-000,Contractors - General,2012-11-30 00:00:00,,False,NR,0.0,1.0,0.0,False,Micro-small,False,2022-12-13 09:03:00,Search,200
923,923,96121,96121,704,1000005315,Blaise Watson Carpentry LLC,750 Quiver St,,Chanhassen,MN,55317.0,USA,9524745941.0,,https://www.checkbook.org/mn/chanhassen/carpenters/blaise-watson-carpentry/z32b5,10035-000,Contractors - General,2008-11-17 00:00:00,,False,A+,100.0,1.0,0.0,False,Micro-small,False,2021-04-24 04:07:00,Search,200
261,261,95387,95387,704,1000001831,Pelican Lake Community Center,8922 Plant Rd,,Pequot Lakes,MN,56472.0,USA,2185624664.0,,https://www.yellowpages.com/pequot-lakes-mn/mip/pelican-lake-community-center-1152633,60037-000,Amusement Parks & Places,1999-01-01 00:00:00,,False,NR,0.0,1.0,0.0,False,Micro-small,False,2023-01-30 08:33:00,Search,200
148,148,95273,95273,704,1000001458,Meadowridge Assisted & Memory Care Living,7545 Country Club Dr,,Golden Valley,MN,55427.0,USA,7637627300.0,,https://www.meadowridgeseniorliving.com/,61002-100,Assisted Living & Adult Family Homes,2015-07-02 00:00:00,,False,NR,0.0,1.0,0.0,False,Micro-small,False,2022-12-04 09:03:00,Search,200
763,763,95955,95955,704,1000004932,Bruce C Anderson Construction,PO Box 518,,Nicollet,MN,56074.0,USA,5073278559.0,,https://ezlocal.com/mn/nicollet/real-estate---development/0910852943,10006-000,Kitchen & Bath - Design & Remodeling,1991-12-30 00:00:00,,False,NR,0.0,1.0,0.0,False,Micro-small,False,2023-01-12 08:54:00,Search,200
1123,1123,96326,96326,704,1000005926,Anderman Plastering/Stucco,21612 203rd St NW,,Big Lake,MN,55309.0,USA,7632635942.0,,https://www.mnhs.org/preservation/directory/8201,10032-000,Concrete Contractors,1999-03-11 00:00:00,2021-04-21 00:00:00,False,NR,0.0,4.0,0.0,False,Micro-small,False,2021-04-23 03:55:00,Search,200
1165,1165,96368,96368,704,1000006028,B & D Handy Man,3008 BERRY DR,,Bismarck,ND,58501.0,USA,7012586009.0,,https://dandeeservicesinc.com/,15035-000,Handyman Services,2008-07-16 00:00:00,,False,NR,0.0,1.0,0.0,False,Micro-small,False,2023-01-02 08:49:00,Search,200
1236,1236,96450,96450,704,1000006295,Mark Willis Construction,807 2nd St S,,Stillwater,MN,55082.0,USA,6514303570.0,,https://start.cortera.com/company/research/k5o1nxn4p/mark-willis-construction/,10035-000,Contractors - General,2010-08-30 00:00:00,,False,A+,100.0,3.0,0.0,False,Micro-small,False,2021-04-22 04:11:00,Search,200
402,402,95529,95529,704,1000002726,Bruce Stuhr Construction ,8451 County Road 6 NW,,Annandale,MN,55302.0,USA,3202741442.0,,https://start.cortera.com/company/research/k5n7mzq1n/stuhr-bruce-construction/,10177-000,Construction & Remodeling Services,2016-07-13 00:00:00,,False,NR,0.0,,0.0,False,Micro-small,False,2021-02-27 04:08:00,Search,200
343,343,95469,95469,704,1000002164,Technical Solutions Inc,8823 Zealand Ave N Ste U,,Minneapolis,MN,55445.0,USA,7637859303.0,,https://www.yellowpages.com/minneapolis-mn/mip/technical-solutions-inc-528608034,60326-100,Staffing - Technical,1991-03-21 00:00:00,,False,NR,0.0,1.0,0.0,False,Micro-small,False,2022-07-08 12:28:00,Search,200
1013,1013,96214,96214,704,1000005584,Construction Plus LLC,1300 Independence Ave S,,St Louis Park,MN,55426.0,USA,6122671360.0,,https://www.networx.com/c.construction-plus-llc,10177-000,Construction & Remodeling Services,2010-07-26 00:00:00,,False,NR,0.0,1.0,0.0,False,Micro-small,False,2022-12-26 08:45:00,Search,200
239,239,95365,95365,704,1000001773,Thorp Construction LLC,405 Music St NW,,New Prague,MN,56071.0,USA,9524576385.0,,http://www.thorphomes.com/,10177-000,Construction & Remodeling Services,2009-08-25 00:00:00,,False,NR,0.0,1.0,0.0,False,Micro-small,False,2022-10-09 08:05:00,Search,200
527,527,95679,95679,704,1000003308,Lake State Remodeling LLC,25522 Duffney Road,,Rochert,MN,56578.0,USA,2183960959.0,,https://www.buildzoom.com/contractor/lake-state-remodeling-llc,10035-000,Contractors - General,,,False,A+,100.0,1.0,0.0,False,Micro-small,False,2020-07-29 04:44:00,Search,200
